Locales 	Average time =	Average rate =
1	0.0453	0.0108
2	0.0819	0.0119
4	0.1042	0.0188
8	0.1403	0.0279
16	0.1849	0.0423
32	0.3213	0.0486
64	0.8686	0.0360
128	1.8259	0.0342
240	4.7326	0.0248
