Locales 	Average time =	Average rate =
1	11.5920	0.6901
2	15.5389	1.0297
4	20.9073	1.5306
8	19.8110	3.2305
16	20.6885	6.1870
32	21.5841	11.8606
64	23.1741	22.0936
128	25.5453	40.0857
256	29.9773	68.3182
