Locales 	Average time =	Average rate =
1	0.0864	25.86
2	0.1142	39.13
4	0.1174	76.14
8	0.1192	150.06
16	0.1216	294.04
32	0.1251	571.66
64	0.1297	1102.67
128	0.1339	2136.52
256	0.1404	4076.90
