Locales 	Average time =	Average rate =
1	2.8620	8.39
2	4.4425	10.80
4	5.4663	17.56
8	6.4812	29.62
16	7.2989	52.61
32	8.0425	95.49
64	8.2040	187.23
128	8.7731	350.16
256	9.4147	652.60
