Locales 	Average time =	Average rate =
1	0.2072	10.79
2	0.4448	10.05
4	0.5585	16.01
8	0.6522	27.42
16	0.7345	48.69
32	0.7989	89.53
64	0.8657	165.25
128	0.9715	294.50
256	1.2930	442.56
