Locales 	Average time =	Average rate =
1	1.0616	0.7018
2	1.8073	0.8245
4	2.1512	1.3854
8	2.0332	2.9316
16	2.1687	5.4969
32	2.2983	10.3737
64	2.6715	17.8493
128	3.2876	29.0085
256	4.4953	42.4303
