Locales 	Average time =	Average rate =
1	2.0450	11.74
2	3.4081	14.08
4	4.4051	21.79
8	5.4657	35.13
16	5.7163	67.18
32	6.4144	119.73
64	6.7482	227.62
128	7.0021	438.72
256	8.7971	698.41
