Locales 	Average time =	Average rate =
1	0.4800	4.66
2	1.0955	4.08
4	1.5831	5.65
8	1.8306	9.77
16	1.9581	18.26
32	2.0359	35.13
64	2.0936	68.33
128	2.1685	131.94
256	2.3045	248.30
512	2.5485	449.05
