Locales 	Average time =	Average rate =
1	0.1987	11.25
2	0.4401	10.16
4	0.5764	15.51
8	0.7240	24.70
16	0.7804	45.83
32	0.8174	87.51
64	0.8869	161.29
128	0.9544	299.78
256	1.1359	503.76
512	1.3579	842.79
