Locales 	Average time =	Average rate =
1	1.7201	0.4331
2	2.5412	0.5864
4	2.7364	1.0891
8	3.0785	1.9361
16	3.4494	3.4560
32	3.5608	6.6957
64	3.7381	12.7561
128	4.1806	22.8119
256	5.2455	36.3617
512	7.3382	51.9840
