Locales 	Average time =	Average rate =
1	0.3345	1.4950
2	0.5915	1.6907
4	0.7488	2.6709
8	0.8565	4.6704
16	1.0235	7.8166
32	1.0741	14.8958
64	1.3918	22.9913
128	1.7581	36.4024
240	2.5135	47.7421
