Locales 	Average time =	Average rate =
1	1.7760	0.4195
2	2.3053	0.6464
4	2.3606	1.2625
8	2.5144	2.3706
16	2.6729	4.4599
32	2.8036	8.5041
64	3.2580	14.6357
128	3.8921	24.5029
256	5.4036	35.2975
