Locales 	Average time =	Average rate =
1	1.6292	14.73
2	0.9771	49.12
4	0.9760	98.36
8	0.9913	193.68
16	0.9835	390.43
32	0.9946	772.18
64	1.0000	1535.94
128	1.0050	3056.62
256	1.0215	6014.96
