Locales 	Average time =	Average rate =
1	2.1041	11.41
2	3.8363	12.51
4	4.7758	20.10
8	5.4408	35.29
16	6.0505	63.47
32	6.7503	113.77
64	7.1566	214.63
128	7.5124	408.92
256	8.9512	686.39
