Locales 	Average time =	Average rate =
1	18.7663	0.4263
2	21.1437	0.7567
4	22.2234	1.4399
8	24.8260	2.5779
16	25.6162	4.9968
32	26.1200	9.8009
64	28.3659	18.0498
128	30.3996	33.6846
256	35.4319	57.8010
