Locales 	Average time =	Average rate =
1	0.1693	13.20
2	0.3109	14.38
4	0.4035	22.16
8	0.4729	37.81
16	0.5310	67.35
32	0.5976	119.69
64	0.6859	208.54
128	0.7872	363.44
256	1.1038	518.39
