Locales 	Average time =	Average rate =
1	0.1495	14.95
2	0.1132	39.50
4	0.1192	74.98
8	0.1200	149.01
16	0.1245	287.15
32	0.1262	566.73
64	0.1415	1011.18
128	0.1366	2094.73
256	0.1552	3687.62
512	0.1915	5975.50
