Locales 	Average time =	Average rate =
1	0.0563	0.0001
2	0.0906	0.0002
4	0.1252	0.0002
8	0.1732	0.0004
16	0.2395	0.0005
32	0.4656	0.0005
64	0.9569	0.0005
128	2.2108	0.0004
240	5.4756	0.0003
