Locales 	Average time =	Average rate =
1	0.0596	0.0082
2	0.0999	0.0098
4	0.1086	0.0180
8	0.1179	0.0331
16	0.1396	0.0560
32	0.1849	0.0845
64	0.2893	0.1080
128	0.5833	0.1072
240	0.7143	0.1641
