Locales 	Average time =	Average rate =
1	14.7463	13.02
2	18.4613	20.80
4	19.3784	39.63
8	18.5144	82.96
16	19.1772	160.19
32	19.2833	318.62
64	25.4002	483.78
128	23.7654	1034.11
240	27.4942	1662.02
