Locales 	Average time =	Average rate =
1	33.3501	1.9190
2	46.4050	2.7583
4	47.5483	5.3840
8	48.2408	10.6134
16	51.3191	19.9536
32	57.1402	35.8417
64	73.6039	56.9033
128	72.5049	112.9854
240	76.4002	199.3713
