Locales 	Average time =	Average rate =
1	3.1009	2.5799
2	4.8570	3.2942
4	6.2730	5.1012
8	6.7059	9.5439
16	7.4281	17.2320
32	8.8011	29.0872
64	11.2931	45.3373
128	15.1408	67.6318
240	20.9991	90.6704
