Locales 	Average time =	Average rate =
1	0.0546	0.0089
2	0.0902	0.0108
4	0.1279	0.0153
8	0.1729	0.0226
16	0.2498	0.0313
32	0.3933	0.0397
64	1.0555	0.0296
128	2.5355	0.0247
240	5.8692	0.0200
