Locales 	Average time =	Average rate =
1	5.3918	1.4837
2	9.0538	1.7672
4	11.4038	2.8061
8	12.5908	5.0831
16	13.2318	9.6737
32	14.5299	17.6189
64	16.6908	34.8516
128	20.4638	50.0396
240	22.7409	84.4294
