Locales 	Average time =	Average rate =
1	0.0590	0.0001
2	0.0963	0.0002
4	0.1333	0.0002
8	0.1166	0.0005
16	0.1299	0.0009
32	0.1499	0.0016
64	0.2100	0.0023
128	0.2806	0.0035
240	0.3389	0.0054
