Locales 	Average time =	Average rate =
1	0.3088	1.6192
2	0.5531	1.8079
4	0.8018	2.4943
8	0.9262	4.3189
16	1.0471	7.6401
32	1.1805	13.5540
64	1.9021	16.8235
128	3.0405	21.0493
240	6.1265	19.5871
