Locales 	Average time =	Average rate =
1	1.7967	0.4147
2	2.4915	0.5981
4	2.6242	1.1357
8	3.0110	1.9796
16	3.3322	3.5775
32	3.5719	6.6748
64	3.6178	13.1803
128	3.9736	24.0000
256	5.3673	35.5364
