Locales 	Average time =	Average rate =
1	20.8729	0.3833
2	24.7897	0.6454
4	26.3841	1.2129
8	28.6424	2.2344
16	29.7975	4.2957
32	31.2768	8.1850
64	31.8834	16.0585
128	33.1841	30.8581
256	37.6436	54.4049
