Locales 	Average time =	Average rate =
1	6.8604	3.50
2	11.9517	4.02
4	16.9931	5.65
8	19.5839	9.80
16	21.0150	18.27
32	21.6930	35.40
64	22.0528	69.65
128	22.3139	137.67
256	22.5328	272.67
