Locales 	Average time =	Average rate =
1	1.5635	15.35
2	0.9782	49.07
4	0.9761	98.35
8	0.9868	194.57
16	0.9855	389.67
32	0.9917	774.41
64	1.0061	1526.65
128	1.0118	3036.19
256	1.0210	6017.80
