Locales 	Average time =	Average rate =
1	0.0423	0.0002
2	0.0783	0.0002
4	0.1073	0.0003
8	0.1386	0.0004
16	0.1756	0.0007
32	0.3006	0.0008
64	0.8080	0.0006
128	1.4589	0.0007
240	4.3016	0.0004
