Locales 	Average time =	Average rate =
1	51.6851	1.2383
2	43.7232	2.9275
4	41.2216	6.2103
8	44.7600	11.4388
16	48.2331	21.2302
32	50.6390	40.4431
64	55.4688	73.8433
128	59.7300	137.1505
240	67.5569	227.3638
