Locales 	Average time =	Average rate =
1	2.5480	75.35
2	2.5930	148.09
4	2.6179	293.36
8	2.6520	579.19
16	2.6800	1146.28
32	2.7219	2257.25
64	2.7940	4398.05
128	2.8180	8721.17
240	2.8689	16061.71
