Locales 	Average time =	Average rate =
1	18.7888	0.4258
2	24.5410	0.6520
4	25.3626	1.2617
8	26.8845	2.3806
16	29.7767	4.2987
32	30.5080	8.3913
64	30.8832	16.5786
128	32.4624	31.5442
256	34.1336	59.9995
