Locales 	Average time =	Average rate =
1	0.1948	11.48
2	0.3965	11.27
4	0.5077	17.61
8	0.5933	30.14
16	0.6916	51.71
32	0.7249	98.67
64	0.8092	176.77
128	0.9068	315.50
256	1.1159	512.79
