Locales 	Average time =	Average rate =
1	106.9474	1.1969
2	85.0832	3.0088
8	90.7131	11.2883
32	101.9837	40.1633
64	108.5912	75.4389
128	112.5070	145.6265
256	122.0719	268.4319
512	145.6322	450.0105
576	153.3959	480.6387
