Locales 	Average time =	Average rate =
1	4.0794	1.9611
2	5.1421	3.1115
4	5.6884	5.6255
8	6.4800	9.8765
16	6.8203	18.7676
32	8.0766	31.6967
64	9.6160	53.2446
128	12.9943	78.8036
240	19.9094	96.4366
