Locales 	Average time =	Average rate =
1	1.6021	14.98
2	1.8232	26.33
4	1.8350	52.32
8	1.9551	98.21
16	2.1430	179.18
32	2.3401	328.19
64	2.6830	572.49
128	3.3351	921.12
240	4.4822	1285.08
