Locales 	Average time =	Average rate =
1	1.6360	14.67
2	2.4390	19.68
4	2.7340	35.11
8	3.1720	60.53
16	3.8100	100.79
32	3.6040	213.09
64	5.5840	275.07
128	21.9441	139.99
240	67.3161	81.29
