Locales 	Average time =	Average rate =
1	0.3689	65.05
2	0.3779	127.01
4	0.3839	250.04
8	0.3909	491.11
16	0.4010	957.71
32	0.4179	1837.60
64	0.4359	3523.43
128	0.4609	6664.91
240	0.4859	11260.76
