Locales 	Average time =	Average rate =
1	1.6553	14.50
2	2.2772	21.08
4	3.1012	30.96
8	3.5982	53.36
16	4.2151	91.10
32	5.6621	135.64
64	7.6311	201.28
128	112.169	27.39
240	120.097	45.56
