Locales 	Average time =	Average rate =
1	0.3418	1.4628
2	0.5885	1.6993
4	0.7794	2.5660
8	0.9154	4.3695
16	1.0281	7.7812
32	1.2954	12.3509
64	1.9268	16.6081
128	3.4592	18.5016
240	6.9982	17.1473
