Locales 	Average time =	Average rate =
1	0.1666	13.42
2	0.1372	32.57
4	0.1681	53.20
8	0.1758	101.72
16	0.2007	178.19
32	0.1815	394.07
64	0.2255	634.31
128	0.3269	875.09
256	0.5456	1048.79
512	0.9859	1160.74
