Locales 	Average time =	Average rate =
1	1.7130	0.4349
2	2.4051	0.6196
4	2.6462	1.1262
8	2.7715	2.1506
16	3.0541	3.9032
32	3.1834	7.4895
64	3.3472	14.2459
128	3.8283	24.9113
256	4.8943	38.9710
