Locales 	Average time =	Average rate =
1	2.0552	11.68
2	5.8544	8.20
4	8.3612	11.48
8	6.2848	30.55
16	6.3604	60.37
32	6.6513	115.47
64	6.9228	221.87
128	7.3393	418.57
240	8.6335	661.61
