Locales 	Average time =	Average rate =
1	9.8527	0.8120
2	16.3725	0.9773
4	21.9268	1.4594
8	19.2494	3.3248
16	20.2917	6.3080
32	20.4055	12.5456
64	22.2752	22.9853
128	25.1670	40.6882
240	30.3594	62.7153
