Locales 	Average time =	Average rate =
1	0.0596	0.0001
2	0.1026	0.0001
4	0.1049	0.0003
8	0.1196	0.0005
16	0.2106	0.0006
32	0.1899	0.0013
64	0.1996	0.0024
128	0.2836	0.0034
240	0.4366	0.0042
