Locales 	Average time =	Average rate =
1	5.0128	1.5959
2	8.7378	1.8311
4	11.3409	2.8216
8	12.7848	5.0059
16	13.6129	9.4029
32	13.4839	18.9857
64	14.1268	36.2431
128	14.9439	67.0669
240	15.9889	120.0836
