Locales 	Average time =	Average rate =
1	0.3338	1.4979
2	0.5828	1.7159
4	0.7578	2.6392
8	0.8725	4.5848
16	0.9732	8.2205
32	1.0771	14.8545
64	1.3035	24.5495
128	1.5811	40.4772
240	1.8742	64.0282
